ID;ames;set;_Numb._of_atoms;_Numb._of_bonds;_Numb._of_rings;_MaxRing1;_MaxRing2;_MaxRing3;Numb._of_rot._bonds;Numb._of_rig._bonds;Max._flex._chain_1;Max._flex._chain_2;Max._flex._chain_3;_Max._rig._chain;_Num._rig._frag.;_Part._flex._chain;_Min_eV_#1;_Min_eV_#2;_Min_eV_#3;_Max_eV_#1;_Max_eV_#2;_Max_eV_#3;_Graph_radius;_Graph_diameter;_Wiener_index;_Balaban_index;_Motoc_index;_Randic_index;_Inform_content;_K&H_Kappa1;_K&H_Kappa2;_K&H_Kappa3;_Kier_Chi0;_Kier_Chi2;_Kier_Chi3p;_Kier_Chi3c;_Kier_Chi4p;_Kier_Chi4c;_Kier_Chi5p;_Kier_Chi5c;_Kier_Chi6p;_Carbon_count;_Nitrogen_count;_Oxygen_count;_Silicon_count;_Phosphorous_count;_Sulphur_count;_Fluorine_count;_Clorine_count;_Bromine_count;_Iodine_count;Max._pos._charge_Gast.;Max._neg._charge_Gast.;Charge_range_Gast.;Aver._pos._charge_Gast.;Aver._neg._charge_Gast.;Dipole_moment_Gast.;_HMO_pi-energy;_HMO_reson._energy;_HMO_HOMO_energy;_HMO_LUMO_energy;Max.pos.chrg.(G+H);Max.neg.chrg.(G+H);Charge_range_(G+H);Aver._pos._charge_(G+H);Aver._neg._charge_(G+H);Dip._mom._2D_(G+H);_Mol._weight;_Polar_count;_Nonpolar_count;_Polar_count_/_MW;Nonpolar_count_/_MW;_Min._dist_DD;_Min._dist_DA;_Min._dist_AA;_Mol._volume_2D;_PSA;_NPSA;_TSA;_Polarizability;_HB-donors;_HB-acceptors;_Pos._ioniz.;_Neg._ioniz.;_GClogP;_NNlogP;_CMR;_Lipinski;_HYBOT_HB-Donors;HYBOT_HB-Acceptors;_HYBOT_max_donor;HYBOT_max_acceptor;_HYBOT_sum_donor;HYBOT_sum_acceptor;_HYBOT_sum_total
62;1;tr;10;10;1;6;0;0;1;6;1;0;0;5;1;1;2.83578;4.13915;4.30121;9.20812;7.89416;7.85452;3;5;113;2.04028;2.75278;3.80468;2.30258;8.1;3.40828;2.65089;6.93916;2.71259;2.09771;0.3714;1.19488;0.97165;0.481;0;0.16263;9;1;0;0;0;0;0;0;0;0;0.12124;-0.29923;0.42047;0.04633;-0.07207;1.7856;-11.23255;5.23255;-0.74376;1;0.07362;-0.21646;0.29008;0.07362;-0.0772;0.62165;135.20622;1;8;0.0074;0.05917;?;?;?;268.21005;27.6691;163.84554;191.51463;18.48213;2;1;1;0;2.512;2.87633;4.49335;0;2;1;-1.28474;1.46;-2.56948;2.11518;4.68465
63;1;tr;4;3;0;0;0;0;1;2;1;0;0;1;2;1;4;5.43845;9;9.56155;9;5.43845;2;3;10;2.46633;1.82574;1.14983;0.69315;4;3;4;2.56891;0.4714;0.16667;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0.18206;-0.29295;0.47501;0.14648;-0.29295;1.21156;-6.76112;2.76112;-1.42931;0.05125;0.55127;-0.66219;1.21346;0.55126;-0.66215;2.42686;58.03608;2;0;0.03446;0;?;?;3;68.42001;36.54305;40.86213;77.40518;4.31975;0;2;0;0;-0.3848;-0.4353;1.20913;0;0;2;0;1.3082;0;2.6164;2.6164
67;0;tr;11;12;2;6;5;5;0;9;0;0;0;7;3;0;3.50967;3.96165;4.57543;9.49503;8.23112;7.62596;3;4;125;1.64784;2.44578;4.66583;2.27187;7.63889;1.83673;2.21453;7.90578;5.20062;4.26846;1.78863;2.54265;3.7294;1.39565;0.6898;0.64771;10;0;1;0;0;0;0;0;0;0;0.15134;-0.27971;0.43105;0.03135;-0.07446;1.52693;-3.23607;1.23607;-1.61803;0.61803;0.59803;-0.72639;1.32442;0.21715;-0.1303;2.71561;152.23344;1;9;0.00657;0.05912;?;?;?;308.73004;18.27152;191.32207;209.5936;20.68675;0;1;0;0;2.3572;2.80094;4.39763;0;0;1;0;1.84;0;1.84;1.84
68;0;tr;6;5;0;0;0;0;1;0;1;0;0;0;0;1;4;5;6;8;7;6;2;3;29;3.19999;2.08167;2.64273;0.63651;6;2.22222;3;5.1547;2.48803;1.33333;0.66667;0;1.33333;0;0;0;6;0;0;0;0;0;0;0;0;0;0.02844;-0.06171;0.09015;0.02348;-0.0548;0.33749;?;?;?;?;?;?;?;?;?;?;86.17536;0;6;0;0.06963;?;?;?;213.48003;0;161.32124;161.32124;13.97144;0;0;0;0;2.7;2.96911;2.93971;0;0;0;0;0;0;0;0
69;0;tr;17;18;2;6;5;0;2;14;1;1;0;5;5;2;2.94151;4.03056;4.33485;17.07574;16.44683;9.15636;5;10;535;1.48215;4.50245;5.86286;2.58857;13.4321;5.32544;6.47934;10.70078;5.01749;3.09213;1.03369;1.86472;1.37748;0.98467;0.11942;0.65108;9;4;2;0;0;2;0;0;0;0;0.47611;-0.30109;0.7772;0.09594;-0.13955;3.88602;-28.61043;14.81043;-0.59229;0.50677;0.67149;-1.00208;1.67357;0.16253;-0.33448;5.85831;270.3313;5;4;0.0185;0.0148;6;2;1;355.93005;102.85748;163.32811;266.18558;26.74549;3;5;1;0;0.3058;0.67894;6.72076;0;3;6;-1.76;1.34825;-5.2575;7.04674;12.30424
72;0;tr;23;25;3;10;6;6;3;20;1;1;1;9;7;3;2.50544;2.92557;3.49212;17.08443;9.68071;9.33033;6;12;1292;1.15477;5.93043;7.65981;2.95467;17.8112;7.48611;6.79012;13.75067;6.19391;4.08028;1.13114;2.71286;1.72153;1.46122;0.11785;0.96389;16;2;4;0;0;1;0;0;0;0;0.52949;-0.35462;0.88411;0.10868;-0.11508;7.95703;-39.84864;17.64864;-0.53366;0.25532;0.75685;-0.96843;1.72528;0.20592;-0.1923;10.80235;328.34247;7;9;0.02132;0.02741;?;3;1;460.97003;105.07511;219.29092;324.36603;33.53223;1;6;2;1;4.1478;3.8918;8.7547;0;2;6;-2.76488;1.925;-5.03388;7.72082;12.7547
73;0;tr;20;23;4;18;14;14;0;23;0;0;0;19;6;0;2.33848;2.85349;3.37476;9.7976;9.58631;9.13384;5;10;742;1.05057;4.4438;6.76053;2.99573;13.64839;5.32526;4.02337;11.18772;5.28442;4.09168;0.65696;2.93723;1.54332;1.74286;0;1.16938;18;0;2;0;0;0;0;0;0;0;0.23241;-0.27837;0.51079;0.08447;-0.0646;3.72384;-29.57464;7.57464;-0.42169;-0.19408;0.52085;-0.73086;1.25171;0.14346;-0.14637;6.75356;258.27081;2;16;0.00774;0.06195;?;?;3;399.70004;36.54305;223.05948;259.60254;29.79145;0;2;0;0;3.425;3.26981;7.80565;0;0;2;0;1.43204;0;4.63236;4.63236
74;0;tr;38;38;1;6;0;0;26;10;12;12;1;5;3;26;2.82132;3.99015;4.03633;9.72713;9.56971;8.91242;16;31;7299;1.91517;12.42359;17.15578;2.94444;36.02632;27.18367;23.42975;26.1084;12.03087;8.35308;0.39434;5.72782;0.88907;3.75094;0;2.4672;34;0;4;0;0;0;0;0;0;0;0.30288;-0.30654;0.60942;0.03958;-0.07917;6.25223;-23.84245;13.84245;-1;0.34152;0.66886;-0.82315;1.49202;0.19991;-0.10993;13.65675;530.8219;4;30;0.00754;0.05652;?;?;5;1104.23962;54.12859;714.54596;768.67456;72.07867;0;2;0;0;12.40982;10.83607;16.09548;2;0;4;0;1.12094;0;2.7754;2.7754
75;0;tr;11;10;0;0;0;0;6;2;5;1;0;2;1;6;3.94618;4.29828;4.80684;9.59194;8.38897;7.80432;5;9;202;3.09882;4.2512;4.97487;2.3979;11;8.1;7.90123;8.15685;3.31066;1.98744;0.17678;1.28033;0.25;0.65533;0;0.36428;9;0;2;0;0;0;0;0;0;0;0.27257;-0.30962;0.58218;0.04141;-0.10871;2.65712;-7.5772;5.5772;-1.40371;0.7886;0.70636;-0.80476;1.51112;0.26522;-0.16293;5.18224;158.23802;2;7;0.01264;0.04424;?;?;?;322.23004;27.06429;216.43607;243.50037;20.4829;0;1;0;0;2.8616;3.01638;4.56304;0;0;2;0;1.5;0;1.65;1.65
77;0;tr;10;9;0;0;0;0;2;0;2;0;0;0;0;2;4.16611;5.48358;6.7158;17.18037;17;9.92065;2;4;108;4.28741;2.58199;4.19338;1.69574;10;2.56;1.99111;8.57735;5.12639;3.37639;2.36603;0.86603;5.42543;0;1.36603;0;3;0;0;0;0;0;5;2;0;0;0.45968;-0.19174;0.65141;0.2682;-0.15326;1.66993;?;?;?;?;?;?;?;?;?;?;202.93805;0;10;0;0.04928;?;?;?;145.49998;0;154.48918;154.48918;10.17813;0;0;0;0;2.7893;3.2769;2.5552;0;0;0;0;0.101;0;0.387;0.387
78;1;tr;17;18;2;6;6;0;2;13;1;1;0;5;3;2;2.84192;2.91446;4.05286;9.58239;9.17302;8.87708;5;10;572;1.38054;4.85677;5.97607;2.67012;13.4321;6.25;5.92817;10.69615;4.53315;3.17922;0.61556;1.81791;1.22169;0.94053;0;0.49192;12;5;0;0;0;0;0;0;0;0;0.12124;-0.29946;0.4207;0.0809;-0.12136;4.62769;-29.29875;15.29875;-0.57082;0.36842;0.08648;-0.22099;0.30748;0.07065;-0.12426;2.76023;227.26512;5;7;0.022;0.0308;3;3;1;374.8201;105.42423;156.71803;262.14227;25.68745;6;5;5;0;1.9596;2.07736;7.08711;1;6;5;-1.37;1.38333;-7.87895;6.59645;14.4754
80;1;tr;10;9;0;0;0;0;3;5;2;1;0;2;4;3;3.05525;4;4.38163;10.52155;9.49013;9.39913;4;7;143;3.24811;3.61786;3.21929;2.30258;10;5.76;7;6.43034;2.39353;1.13;0.39434;0.5439;0.34339;0.34363;0;0.07373;4;4;2;0;0;0;0;0;0;0;0.24641;-0.27642;0.52283;0.12325;-0.20541;2.38287;-17.72237;10.12237;-0.42072;0.53416;0.62276;-0.93365;1.55641;0.4061;-0.39889;7.67877;142.11604;6;-2;0.04222;-0.01407;3;2;1;193.52;128.5611;61.4264;189.9875;11.8289;3;4;2;0;-1.9513;-1.40653;3.5121;0;3;5;-2.08;2.3;-6.04333;5.496;11.53933
81;1;tr;11;11;1;6;0;0;2;8;1;1;0;5;3;2;2.85879;4.10449;4.30369;9.96305;9.40945;8.87931;3;5;150;2.07338;2.99697;3.62783;2.3979;9.09091;4.13265;3.26531;6.80096;2.5717;1.64049;0.33228;1.06366;0.63547;0.45315;0;0.16073;7;1;3;0;0;0;0;0;0;0;0.15384;-0.28882;0.44266;0.07371;-0.09476;2.094;-19.1649;9.7649;-1;-0.35662;0.54931;-0.77424;1.32355;0.19901;-0.43459;6.61774;151.11951;4;3;0.02647;0.01985;?;?;2;203.12003;62.90268;103.61599;166.51868;13.91936;0;3;0;0;1.4838;1.38222;3.83156;0;0;3;0;0.93;0;2.05;2.05
82;1;tr;27;31;5;13;9;9;2;26;1;1;0;13;7;2;2.60983;2.79477;3.0147;10.37288;9.74696;9.51047;6;11;1669;0.97379;5.37722;10.22152;3.09046;18.99272;8.02469;5.9904;16.73169;8.48081;6.17246;1.50691;5.08148;2.75878;3.26916;0;2.47833;20;4;2;0;0;0;1;0;0;0;0.33948;-0.32061;0.66009;0.07194;-0.1259;5.32911;-38.10053;13.10053;-0.80848;-0.571;0.58756;-0.83771;1.42526;0.21346;-0.29395;9.16129;364.37299;2;19;0.00549;0.05214;?;2;2;561.41003;61.5967;300.60919;362.2059;38.54305;1;6;1;0;2.9893;3.6152;9.86307;0;1;6;-1.69;2.17;-1.69;7.96336;9.65336
83;1;tr;15;17;3;14;10;10;0;16;0;0;0;13;3;0;2.33633;3.0714;3.67607;9.6972;8.94941;8.66821;4;7;322;1.24889;3.39748;5.23205;2.70805;10.17301;4.10764;3.2256;8.69615;3.96018;2.97487;0.44418;2.24101;1.0404;1.2467;0;0.76416;14;0;1;0;0;0;0;0;0;0;0.21438;-0.35584;0.57022;0.07144;-0.06594;2.91203;-23.65279;7.65279;-0.52879;0.64541;0.14017;-0.29047;0.43064;0.14017;-0.0643;1.30875;194.22861;1;13;0.00515;0.06693;?;?;?;321.87006;22.87096;185.6467;208.51765;23.84992;1;1;0;0;3.3794;3.92061;6.11603;0;1;1;-2.61;0.86818;-2.61;2.35275;4.96275
84;1;tr;14;14;1;6;0;0;3;9;1;1;1;5;4;3;2.83457;3.49353;4.23142;9.95515;9.58725;9.05656;5;9;347;1.89801;4.42893;4.68916;2.44102;12.07143;5.77778;6.1875;8.87831;3.58202;1.96378;0.56046;1.11723;0.72713;0.59719;0;0.37666;9;1;4;0;0;0;0;0;0;0;0.28826;-0.32662;0.61489;0.09065;-0.09971;3.50041;-26.07523;14.47523;-0.80338;-0.33892;0.63561;-0.83483;1.47045;0.18965;-0.35071;12.14904;193.15617;5;4;0.02589;0.02071;?;?;2;265.67004;85.46166;128.88388;214.34555;17.90409;0;4;0;1;1.7966;2.19175;4.9668;0;1;4;-3.34929;1.35;-3.34929;2.665;6.01429
85;1;tr;21;23;3;14;10;10;1;18;1;0;0;14;5;1;2.61843;2.91772;3.80023;9.77205;9.38651;9.27199;5;9;806;1.4057;4.29396;7.57717;3.04452;15.87902;5.89388;3.85485;13.43072;6.15032;4.53721;1.01931;3.58086;2.07607;2.16962;0;1.40149;15;0;6;0;0;0;0;0;0;0;0.21438;-0.38641;0.60079;0.10644;-0.19352;6.00788;-36.89159;20.89159;-0.79671;0.03127;0.47568;-0.85063;1.32631;0.14475;-0.32822;5.54079;286.2363;6;9;0.02096;0.03144;4;4;4;400.37003;127.7149;155.30684;283.02173;26.98268;4;6;0;0;1.4017;2.03039;7.15649;0;4;6;-2.84176;1.72;-8.67672;7.76477;16.4415
86;1;tr;21;25;5;18;14;14;1;24;1;0;0;17;5;1;2.23787;2.73672;3.44667;9.76843;9.2863;9.045;5;9;809;0.9316;4.30448;7.74791;3.04452;13.44;6.24567;4.26035;11.84242;5.59012;4.38294;0.67185;3.3822;1.58223;2.09068;0;1.46786;20;0;1;0;0;0;0;0;0;0;0.11536;-0.35752;0.47288;0.06266;-0.05277;3.73864;-25.19223;4.19223;-0.52014;0.52014;0.11536;-0.35752;0.47288;0.10045;-0.05277;2.39937;270.32455;1;19;0.0037;0.07029;?;?;?;454.81006;8.79277;263.42841;272.22119;33.75988;0;1;0;0;4.2065;4.92046;8.48591;0;0;1;0;1.46;0;3.76286;3.76286
89;0;tr;57;63;7;10;6;6;20;33;4;3;3;13;10;10;3.26546;3.37019;3.45187;9.58307;9.31116;9.28271;14;28;16787;0.69721;12.48771;25.6392;4.04305;45.03704;18.00404;14.53329;39.70818;25.06336;20.72864;5.75894;16.06845;12.18867;11.97018;1.34244;8.55797;44;0;13;0;0;0;0;0;0;0;0.29996;-0.37989;0.67985;0.05881;-0.15122;15.97939;-13.9772;5.5772;-1;0.7886;0.73376;-0.80322;1.53698;0.11599;-0.16361;26.82446;805.00293;13;31;0.01615;0.03851;5;3;2;1466.70972;192.61586;761.22516;953.841;92.92273;4;13;0;1;3.85071;4.25713;21.02915;2;5;13;-3.34929;1.6;-9.67791;17.55273;27.23064
90;0;tr;19;20;2;6;6;0;3;13;1;1;1;5;3;3;2.72333;3.02162;3.82509;9.95525;9.24755;8.91007;6;11;774;1.44355;5.29703;6.74629;2.47912;15.39;6.18549;5.87755;12.32591;6.18503;3.46196;1.76011;2.10987;2.03976;1.02716;0.28868;0.7966;16;1;2;0;0;0;0;0;0;0;0.11199;-0.12716;0.23915;0.04143;-0.04631;1.80116;-23.89349;10.49349;-0.76309;-0.3253;0.49535;-0.59247;1.08782;0.15679;-0.10406;6.06313;255.31168;3;13;0.01175;0.05092;?;?;2;442.36005;44.63116;270.93271;315.56387;30.89724;0;2;0;0;4.6432;4.85758;7.69535;0;0;2;0;0.4865;0;1.8249;1.8249
91;0;tr;10;10;1;6;0;0;1;7;1;0;0;5;2;1;2.8804;3.98393;4.5;9.621;9.13329;8.28648;3;6;120;1.92373;2.99629;3.42492;2.02533;8.1;3.40828;3.70248;6.51651;2.64636;1.54437;0.42678;0.83808;0.63506;0.39771;0;0.26606;7;0;3;0;0;0;0;0;0;0;0.29509;-0.35632;0.65141;0.1215;-0.15621;4.01178;-20.13661;12.13661;-0.85484;0.54522;0.65577;-0.8477;1.50347;0.20661;-0.25055;5.06036;138.12074;3;4;0.02172;0.02896;?;6;2;197.44002;63.70146;92.25771;155.95917;13.26537;1;3;0;1;1.167;1.23526;3.52176;0;2;3;-3.08;0.9;-5.97;2.04667;8.01667
92;0;tr;11;12;2;10;6;6;0;11;0;0;0;9;2;0;2.60008;3.57364;4.175;9.61756;8.84122;8.25599;3;6;144;1.42652;2.91079;3.81538;2.3979;7.63889;3.16406;3.26531;6.54145;2.8506;1.90497;0.33333;1.30874;0.55801;0.66368;0;0.34399;9;1;1;0;0;0;0;0;0;0;0.21437;-0.35629;0.57066;0.07166;-0.1126;2.9232;-18.44114;7.44114;-0.66386;0.54433;0.14084;-0.47658;0.61742;0.10315;-0.14502;2.1346;145.15797;1;8;0.00689;0.05511;?;4;4;228.38004;33.11423;126.79675;159.91098;16.41671;1;2;1;0;1.7489;1.56903;4.27241;0;1;2;-2.84176;1.7;-2.84176;2.95764;5.79941
93;0;tr;5;4;0;0;0;0;2;0;2;0;0;0;0;2;4.55871;5.43311;6.48508;8.5231;8;6.48508;2;4;20;2.57551;2.23607;2.41421;1.60944;5;4;4;4.12132;1.35355;0.70711;0;0.35355;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0.20734;-0.38964;0.59697;0.06527;-0.23933;2.13703;?;?;?;?;?;?;?;?;?;?;75.10966;2;1;0.02663;0.01331;3;3;3;147.7;37.13219;84.56868;121.70087;8.84941;2;2;1;0;-0.7552;-0.98914;2.09011;0;2;2;-2.00049;1.96;-3.55049;3.56;7.11049
94;0;tr;5;4;0;0;0;0;1;1;1;0;0;1;1;1;4.14216;6.2335;8;17.09094;9.5334;8;2;3;18;2.86667;1.94936;1.91421;1.60944;5;2.25;4;3.91421;1.31066;0.60355;0.25;0;0.25;0;0;0;2;0;2;0;0;0;0;1;0;0;0.27556;-0.32994;0.60549;0.14124;-0.2354;1.44386;-7.5772;5.5772;-1.40371;0.7886;0.70935;-0.81405;1.5234;0.40836;-0.37999;2.10016;94.49702;2;1;0.02116;0.01058;?;?;2;98.08;40.83051;61.27946;102.10997;6.91809;0;2;0;1;0.3027;0.0483;1.79349;0;1;2;-3.5;1.2;-3.5;1.62;5.12
96;0;tr;12;12;1;6;0;0;3;4;1;0;0;5;1;1;3.6057;4.23203;4.59955;8.45992;7.93088;7.77029;3;5;178;2.27718;2.94392;5.36872;2.36938;10.08333;3.04709;3.51562;9.40578;6.01862;3.50119;2.42256;3.42576;2.61415;1.31523;0.63656;0.85621;10;2;0;0;0;0;0;0;0;0;0.11697;-0.32589;0.44286;0.04046;-0.09711;2.65717;?;?;?;?;?;?;?;?;?;?;170.29507;2;8;0.01174;0.04698;5;5;5;377.34009;55.94209;209.06625;265.00833;24.20437;4;2;2;0;0.7464;1.76567;5.29896;0;4;2;-1.28492;1.99333;-5.13969;3.95863;9.09832
97;0;tr;28;28;1;6;0;0;14;10;5;5;4;5;3;12;2.8213;3.95062;3.96151;9.72744;9.57027;8.91325;9;17;2388;2.29846;7.29499;12.01948;2.63906;26.03572;15.78893;11.7036;19.3636;8.66305;6.48414;0.80259;4.21654;1.87467;2.79529;0;1.71382;24;0;4;0;0;0;0;0;0;0;0.30288;-0.30639;0.60927;0.04579;-0.09157;3.94698;-23.84245;13.84245;-1;0.34152;0.66886;-0.82315;1.49202;0.20059;-0.13895;8.34579;390.55612;4;20;0.01024;0.05121;?;?;5;766.53979;54.12859;488.9697;543.09827;50.13398;0;2;0;0;7.57401;8.16107;11.42001;1;0;4;0;1.12094;0;2.7754;2.7754
98;0;tr;6;5;0;0;0;0;1;2;1;0;0;1;2;1;3.80742;5.20871;8;9.79129;9.19258;8;2;3;29;3.19999;2.08167;1.95711;1.09861;6;2.22222;3;4.41421;1.56066;0.72855;0.35355;0;0.60355;0;0;0;2;0;4;0;0;0;0;0;0;0;0.35633;-0.32337;0.6797;0.28789;-0.28789;2.17126;-15.39841;11.39841;-1.31704;0.21333;0.73221;-0.74385;1.47606;0.73221;-0.47583;2.95212;90.03488;4;-2;0.04443;-0.02221;?;?;2;93.28;81.661;17.4429;99.1039;5.14143;0;4;0;2;-0.4796;-0.35667;1.50668;0;2;4;-3.34929;0.8;-6.69857;1.76;8.45857
99;0;tr;17;16;0;0;0;0;12;2;10;2;0;2;1;12;3.8955;4.09185;4.31713;9.48055;8.50489;7.93204;8;15;772;3.09641;6.72134;7.97487;2.83321;17;14.0625;13.93778;12.39949;5.43198;3.51777;0.17678;2.23744;0.25;1.49372;0;0.87944;14;1;2;0;0;0;0;0;0;0;0.21031;-0.38376;0.59406;0.04324;-0.10976;6.50054;-6.64748;4.64748;-1.25701;0.82374;0.61957;-0.84133;1.4609;0.18324;-0.14124;9.32265;243.38556;3;11;0.01233;0.0452;3;2;5;514.18018;55.40372;317.58789;372.99161;32.57946;2;2;0;0;3.6071;3.57964;7.24087;0;2;3;-1.88333;2.9;-3.43333;4.843;8.27633
100;0;tr;18;19;2;10;6;6;0;11;0;0;0;9;2;0;2.50578;3.49888;3.98725;17.117;17.1151;17.10093;4;7;505;1.85924;3.61641;6.75;1.58109;14.40997;4.83556;2.65928;13;5.75;5.125;1.125;3.1875;3.25;2;0;1.10938;10;0;0;0;0;0;0;8;0;0;0.07809;-0.07941;0.1575;0.06327;-0.07908;0.94104;-46.07592;35.07592;-0.51061;0.67778;0.06643;-0.06401;0.13045;0.05111;-0.06389;0.78267;403.73099;0;18;0;0.04458;?;?;?;324.54007;0;284.37881;284.37881;31.2606;0;0;0;0;8.0536;7.8855;8.24494;1;0;0;0;0.17;0;1.55333;1.55333
101;0;tr;21;22;2;7;6;0;5;16;1;1;0;6;7;2;2.92614;4.12265;4.19806;17.07549;9.51938;9.05131;6;12;1014;1.48948;5.57289;8.17692;2.64844;17.35537;8.02222;6.74298;13.57317;6.81449;4.5535;1.06613;3.33623;1.50811;2.11227;0.11942;1.13404;14;3;3;0;0;1;0;0;0;0;0.4779;-0.26469;0.74259;0.071;-0.11538;3.70411;-27.45689;16.25689;-0.58529;0.44585;0.69125;-0.9865;1.67775;0.21329;-0.24853;7.48195;311.39984;7;7;0.02248;0.02248;2;1;2;508.62012;89.39391;272.83228;362.2262;34.7227;2;4;1;0;2.4962;2.4052;8.1744;0;2;6;-1.7375;1.95023;-3.13633;5.54351;8.67984
102;1;tr;5;4;0;0;0;0;1;2;1;0;0;1;2;1;3.59463;4.99543;7.9513;17.09399;9.36465;7.9513;2;3;18;2.86667;1.94936;1.55048;1.60944;5;2.25;4;3.49156;1.05048;0.34846;0.20412;0;0.14434;0;0;0;3;0;1;0;0;0;0;1;0;0;0.16119;-0.29262;0.45381;0.09005;-0.15008;1.38875;-9.88859;5.68859;-1.01574;0.4054;0.52086;-0.79816;1.31902;0.21606;-0.4322;2.59601;90.50832;1;3;0.01105;0.03315;?;?;?;102;18.27152;87.409;105.68052;7.9206;0;1;0;0;0.8838;1.10809;2.08828;0;0;1;0;1.3082;0;1.52908;1.52908
105;1;tr;24;28;5;19;16;16;1;25;1;0;0;19;7;1;2.49485;3.19477;3.56274;10.25591;9.55295;9.42126;5;9;1101;1.02779;4.44002;9.49831;3.17805;16.19388;5.49728;4.23324;14.96625;8.33617;7.09049;1.50141;5.26534;3.71479;3.64819;0.2493;2.77784;17;0;7;0;0;0;0;0;0;0;0.35181;-0.41975;0.77155;0.09388;-0.21336;4.44581;-34.14488;17.54488;-0.7041;-0.66516;0.62262;-0.8351;1.45772;0.26561;-0.35064;8.49402;328.27298;6;11;0.01828;0.03351;?;3;2;462.92007;95.52103;204.71515;300.23618;30.85264;1;7;0;0;0.6246;1.32738;7.91026;0;1;7;-1.867;1.52056;-1.867;7.15454;9.02154
106;1;tr;17;18;2;6;6;0;2;12;2;0;0;5;2;2;2.88945;2.9598;4.23025;17.09724;17.09184;17.09184;5;10;534;1.4828;4.49019;6.18318;2.42548;13.4321;5.76;5.44444;11.17121;5.03965;3.34187;0.82825;2.39881;1.36996;1.26917;0;0.71567;12;1;1;0;0;0;0;3;0;0;0.12281;-0.30346;0.42627;0.07378;-0.09391;3.27122;-35.76107;23.76107;-0.57293;1;0.13624;-0.22251;0.35875;0.06605;-0.09216;2.27306;288.55701;2;13;0.00693;0.04505;?;5;5;348.99002;37.08583;230.58566;267.67151;27.50447;2;2;1;0;4.6368;4.88465;7.20144;0;2;2;-0.9575;1.35;-1.915;3.02542;4.94042
107;1;tr;8;8;1;6;0;0;2;6;0;0;0;7;2;0;4.06411;4.91206;5;9.74878;8.25073;7.35625;3;5;64;1.78709;2.53546;3.55808;1.73287;6.125;3.11111;3.67347;5.39734;2.63379;1.98316;0.16667;1.36987;0.35355;0.4354;0;0.17678;5;2;1;0;0;0;0;0;0;0;0.04287;-0.16142;0.20429;0.03177;-0.0826;0.90883;-6.76908;5.36908;-1.14247;0.38454;0.33258;-0.79272;1.1253;0.14666;-0.22975;3.7122;114.1457;3;2;0.02628;0.01752;?;?;2;203.5;36.93472;115.41785;152.35257;13.04871;0;2;1;0;2.0833;1.26535;3.14284;0;0;2;0;1.85;0;2.3125;2.3125
108;1;tr;9;8;0;0;0;0;2;0;2;0;0;0;0;2;4.24743;4.54507;6;17.09352;17.09165;8.87069;2;4;88;3.77792;2.67706;3.70711;1.27303;9;2.31953;8;7.70711;5.2981;1.06066;3.12132;1.59099;1.06066;0;0.35355;0;6;0;1;0;0;0;0;2;0;0;0.14313;-0.33489;0.47802;0.04264;-0.08528;1.08234;?;?;?;?;?;?;?;?;?;?;171.06488;1;7;0.00585;0.04092;?;?;?;250.39005;8.79277;200.99226;209.78503;17.83684;0;1;0;0;1.1585;3.85199;4.06636;0;0;1;0;0.7077;0;1.3677;1.3677
109;1;tr;10;10;1;6;0;0;0;6;0;0;0;5;1;0;2.89277;4.24047;4.4596;17.09545;17.09183;9.12955;3;5;110;2.08869;2.66667;3.6547;1.8867;8.1;2.93878;2.65089;7.1547;3.02372;2.07137;0.58034;1.25219;1.13835;0.47618;0;0.19717;6;2;0;0;0;0;0;2;0;0;0.12285;-0.30106;0.42391;0.08093;-0.13488;2.54345;-22.54587;16.54587;-0.55839;1.02678;0.04656;-0.22415;0.27071;0.03472;-0.12586;1.08088;177.03123;2;6;0.0113;0.03389;5;5;5;214.48003;55.3382;117.23917;172.57736;16.57751;4;2;2;0;1.6656;1.9184;4.4208;0;4;2;-1.28475;0.99;-5.13898;2.29272;7.4317
111;0;tr;18;19;2;6;3;0;4;10;3;2;2;5;3;4;2.89403;3.80426;4.13477;17.18207;17;9.60015;5;10;660;1.43111;5.00718;6.97118;2.58231;14.40997;5.96982;6.66667;12.50807;6.91961;3.98247;2.5005;2.1843;2.95515;1.35955;0.49223;0.76715;13;0;3;0;0;0;0;2;0;0;0.29536;-0.32798;0.62333;0.07295;-0.10662;4.09699;-19.77452;11.77452;-0.82741;0.7886;0.72916;-0.8093;1.53846;0.23158;-0.14347;8.42889;289.15445;3;12;0.01038;0.0415;?;?;2;407.12009;49.93526;254.28647;304.22174;29.14116;0;3;0;1;2.9287;5.01676;6.97963;1;1;3;-3.34929;1.4;-3.34929;2.63764;5.98693
