ID;ames;set;ACDlogD65;ACDlogD74;ACDlogP;GClogP;NNlogP;ClogP;HBA_nonLipinski;HBD_nonLipinski;HBA;HBD;HB_sum;HBA_Selma;HBD_Selma;HBA_Raevsky;HBD_Raevsky;HBAmax;HBDmax;HBAsum;HBDsum;HBsumTotal;PSA;SAS_HB_A_AREA;SAS_HB_D_AREA;SAS_POL_AREA;SPEC_HB_TOT;SPEC_SAS_HB_A_AREA;SPEC_SAS_HB_D_AREA;SPEC_SAS_POL_AREA;SPEC_VDW_HB_A_AREA;SPEC_VDW_HB_D_AREA;SPEC_VDW_POL_AREA;VDW_HB_A_AREA;VDW_HB_D_AREA;VDW_POL_AREA;PSA_percentage;CMR;RotBond;VOL;GraphDiameter;GraphRadius;M1M;M2M;M3M;MolVol2D;MW;MolFlex;VDW_AREA;NPSA;AREA;NPSA_percentage;OVAL_NEW;SAS_NONPOL_AREA;SAS_TOT_AREA;SPEC_FLEX_BND;SPEC_SAS_NONPOL_AREA;SPEC_VDW_NONPOL_AREA;VDW_NONPOL_AREA;FractionNeutral;FractionIonized;Acid;Base;Neutral;Zwitterion;AverNegCharge_GM;AverNegCharge_GH;AverPosCharge_GM;AverPosCharge_GH;ChargeRang_GM;ChargeRange_GH;CHARGED;CHARGES;DipoleMomGH;DipoleMomGM;HOMO;LUMO;HuckelPiEnergy;HuckelResEnergy;MaxNegChargeGM;MaxPosChargeGM;MaxNegChargeGH;MaxPosChargeGH;MM_FHADSA;MM_FHASA;MM_FHDSA;MM_HACA;MM_HADCA;MM_HADSA;MM_HASA;MM_HDCA;MM_HDSA;MM_MAXNEG;MM_MAXPOS;MM_PCWT;MM_QMIN;MM_QC;MM_QH;MM_QN;MM_QnegMean;MM_QnegVar;MM_QO;MM_QON;MM_QposMean;MM_QposVar;MM_RNCS;MM_SAS_EP_N_AREA;MM_SAS_EP_N_MEAN;MM_SAS_EP_N_SUM;MM_SAS_EP_N_VAR;MM_SAS_EP_P_AREA;MM_SAS_EP_P_MEAN;MM_SAS_EP_P_SUM;MM_SAS_EP_P_VAR;MM_SPEC_SAS_EP_N_AREA;MM_SPEC_SAS_EP_P_AREA;MM_SPEC_VDW_EP_N_AREA;MM_SPEC_VDW_EP_P_AREA;MM_VDW_EP_N_AREA;MM_VDW_EP_N_MEAN;MM_VDW_EP_N_SUM;MM_VDW_EP_N_VAR;MM_VDW_EP_P_AREA;MM_VDW_EP_P_MEAN;MM_VDW_EP_P_SUM;MM_VDW_EP_P_VAR;NegIonCenters;NEG_charges;NEL_HCNOS;NEL_all;Polarizability;PosIonCenters;POS_charges;Amine1;Amine2;Amine3;AromCount;AtomCount;BromineCount;CarbonCount;ChlorineCount;FluorineCount;HAROM;HeavyAtomCount;IodineCount;MaxRing1;MaxRing2;MaxRing3;MWNPat;MWPat;MWSHDA;OxygenCount;NitrogenCount;NHCount;OHCount;PhosphorusCount;SulfurCount;HalogenCount;SiliconCount;RingCount;NonpolarCount;NonpolarCountMW;NPAT;BondCount;RigidbondCount;PAT;PolarCount;PolarCountMW;PIAT;QUATER;Balaban;IC;Kappa1;Kappa2;Kappa3;Chi0;Chi2;Chi3c;Chi3p;Chi4c;Chi4p;Chi5c;Chi5p;Chi6p;MaxEV1;MaxEV2;MaxEV3;MinEV1;MinEV2;MinEV3;MindistAA;MindistDA;MindistDD;Motoc;Randic;Wiener;SIC;Lipinski;SELMA_GC_type_000;SELMA_GC_type_001;SELMA_GC_type_002;SELMA_GC_type_003;SELMA_GC_type_004;SELMA_GC_type_005;SELMA_GC_type_006;SELMA_GC_type_007;SELMA_GC_type_008;SELMA_GC_type_009;SELMA_GC_type_010;SELMA_GC_type_011;SELMA_GC_type_012;SELMA_GC_type_013;SELMA_GC_type_014;SELMA_GC_type_015;SELMA_GC_type_016;SELMA_GC_type_017;SELMA_GC_type_018;SELMA_GC_type_019;SELMA_GC_type_020;SELMA_GC_type_021;SELMA_GC_type_022;SELMA_GC_type_023;SELMA_GC_type_024;SELMA_GC_type_025;SELMA_GC_type_026;SELMA_GC_type_027;SELMA_GC_type_028;SELMA_GC_type_029;SELMA_GC_type_030;SELMA_GC_type_031;SELMA_GC_type_032;SELMA_GC_type_033;SELMA_GC_type_034;SELMA_GC_type_035;SELMA_GC_type_036;SELMA_GC_type_037;SELMA_GC_type_038;SELMA_GC_type_039;SELMA_GC_type_040;SELMA_GC_type_041;SELMA_GC_type_042;SELMA_GC_type_043;SELMA_GC_type_044;SELMA_GC_type_045;SELMA_GC_type_046;SELMA_GC_type_047;SELMA_GC_type_048;SELMA_GC_type_049;SELMA_GC_type_050;SELMA_GC_type_051;SELMA_GC_type_052;SELMA_GC_type_053;SELMA_GC_type_054;SELMA_GC_type_055;SELMA_GC_type_056;SELMA_GC_type_057;SELMA_GC_type_058;SELMA_GC_type_059;SELMA_GC_type_060;SELMA_GC_type_061;SELMA_GC_type_062;SELMA_GC_type_063;SELMA_GC_type_064;SELMA_GC_type_065;SELMA_GC_type_066;SELMA_GC_type_067;SELMA_GC_type_068;SELMA_GC_type_069;SELMA_GC_type_070;SELMA_GC_type_071;SELMA_GC_type_072;SELMA_GC_type_073;SELMA_GC_type_074;SELMA_GC_type_075;SELMA_GC_type_076;SELMA_GC_type_077;SELMA_GC_type_078;SELMA_GC_type_079;SELMA_GC_type_080;SELMA_GC_type_081;SELMA_GC_type_082;SELMA_GC_type_083;SELMA_GC_type_084;SELMA_GC_type_085;SELMA_GC_type_086;SELMA_GC_type_087;SELMA_GC_type_088;SELMA_GC_type_089;SELMA_GC_type_090;SELMA_GC_type_091;SELMA_GC_type_092;SELMA_GC_type_093;SELMA_GC_type_094;SELMA_GC_type_095;SELMA_GC_type_096;SELMA_GC_type_097;SELMA_GC_type_098;SELMA_GC_type_099;SELMA_GC_type_100;SELMA_GC_type_101;SELMA_GC_type_102;SELMA_GC_type_103;SELMA_GC_type_104;SELMA_GC_type_105;SELMA_GC_type_106;SELMA_GC_type_107;SELMA_GC_type_108;SELMA_GC_type_109;SELMA_GC_type_110;SELMA_GC_type_111;SELMA_GC_type_112;SELMA_GC_type_113;SELMA_GC_type_114;SELMA_GC_type_115;SELMA_GC_type_116;SELMA_GC_type_117;SELMA_GC_type_118;SELMA_GC_type_119;SELMA_GC_type_120
1442;?;ts;-1.62;-2.47;0.304;1.035;1.321;0.811;4;2;4;2;6;4;1;4;2;1.459;-2.82;2.564;-4.52;7.084;67.77;64.62;88.66;129;0.4615;0.1779;0.2441;0.3551;0.1996;0.2083;0.3322;40.27;42.03;67.01;27.02;4.885;2;167.8;5;3;21.64;8.894;4.271;340.3;187.2;5.237;201.7;183;250.8;72.98;1.064;234.3;363.3;0.07692;0.6449;0.6678;134.7;0.001683;0.9983;1;0;0;0;-0.1409;-0.1891;0.0604;0.2166;0.5982;1.514;1;1;4.033;3.372;-1.404;0.7886;-7.577;5.577;-0.3295;0.2687;-0.8115;0.7025;3.448;1.832;0.646;0.3695;0.6956;0.04897;0.02602;0.1303;0.009175;-0.65;0.659;-8.517;-0.65;1.26;0.9;0.64;-0.09;0.2094;1.52;2.16;0.08308;0.177;5.504;153.7;-21.25;-3.202;16.27;209.6;13.52;2.724;9.811;0.4231;0.5769;0.472;0.528;95.23;-54.96;-5.643;42.86;106.5;46.11;4.436;52.59;1;1;102;102;21.25;0;0;0;0;0;0;30;0;9;0;0;0;13;0;5;0;0;31.21;24.97;37.45;3;1;0;2;0;0;0;0;1;5;0.0267;5;13;5;4;4;0.0214;2;0;2.449;2.352;11.08;3;2.479;10.07;6.135;2.412;4.511;4.667;2.848;0.8752;1.537;0.5878;9.562;9.021;8;3.714;3.972;4.512;1;1;?;2.972;5.347;213;0.2685;0;1;4;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;14;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1446;?;ts;2.86;2.86;2.856;3.679;3.799;3.243;4;4;4;4;8;4;4;4;4;1.5;-0.5;5.606;-2;7.606;77.76;87.98;114.1;131.5;0.4444;0.1894;0.2455;0.2832;0.2152;0.184;0.2709;54.52;46.6;68.61;26.68;7.881;2;215;9;5;79.5;12.83;0.09322;419.3;240.3;1.047;253.3;213.7;291.5;73.32;1.076;333;464.5;0.1111;0.7168;0.7291;184.7;1;0;0;0;1;0;-0.0879;-0.0956;0.0615;0.0864;0.4206;0.3185;0;0;2.308;4.206;-0.6825;0.3274;-26.05;12.05;-0.2993;0.1212;-0.2171;0.1014;2.84;2.095;0.7447;0.5306;0.7192;0.04519;0.03334;0.1886;0.01185;-0.9;0.4;-11.82;-0.9;2.032;2.5;2.158;-0.1858;0.2623;0;2.158;0.152;0.1334;4.373;228.3;-19.18;-4.59;12.89;236.2;11.95;2.741;6.862;0.4914;0.5086;0.5972;0.4028;151.3;-53.02;-8.764;33.21;102;48.28;4.186;35.65;0;0;128;128;28.93;4;0;0;0;0;12;34;0;14;0;0;6;18;0;6;6;0;70.68;28.27;56.54;0;4;4;0;0;0;0;0;2;10;0.0416;10;19;13;4;4;0.0166;14;0;1.464;2.197;14.41;6.438;5.268;11.62;4.912;0.7053;3.736;1.725;2.088;0;0.9967;0.5317;9.589;9.187;8.877;2.813;2.869;4.077;1;4;9;4.786;6.399;641;0.2547;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1451;?;ts;0.4;0.4;0.404;0.116;0.258;-0.32;7;1;8;1;8;8;1;7;1;1.479;-1.506;6.453;-1.506;7.959;116.7;186.4;34.74;212.6;0.4706;0.4193;0.07814;0.4783;0.3807;0.08527;0.4627;91.06;20.39;110.7;43.36;6.112;4;193.7;10;5;113.7;12.29;4.331;328;253.7;4.189;239.2;152.5;269.3;56.64;1.171;231.9;444.6;0.2353;0.5217;0.5373;128.5;0.9908;0.009168;0;0;1;0;-0.2065;-0.4485;0.0972;0.1838;0.5923;1.236;0;0;9.995;3.423;-0.6523;-0.5;-22.26;8.662;-0.3846;0.2077;-0.7084;0.5277;3.695;3.473;0.2219;0.8307;0.8837;0.05714;0.05371;0.05306;0.003431;-0.68;0.6879;-13.06;-0.68;2.108;0.7;3.422;-0.2953;0.2781;0.68;4.102;0.1968;0.1985;3.106;236.3;-25.47;-6.084;14.6;208.3;36.25;7.049;23.76;0.5316;0.4684;0.541;0.459;129.4;-62.99;-8.1;37.15;109.8;101.8;10.03;54.17;0;0;113;130;22.24;3;0;0;0;0;9;25;0;8;1;0;2;17;0;9;6;5;10.15;81.17;81.17;1;7;0;1;0;0;1;0;2;5;0.0197;1;18;12;8;4;0.0158;13;0;1.446;2.833;13.43;6.25;5.928;10.56;4.952;0.7064;3.522;1.319;2.354;0;1.466;0.86;17.09;10.64;9.916;2.948;3.317;3.772;1;3;?;4.665;6.215;551;0.3589;0;3;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;5;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1453;?;ts;1.11;1.11;1.105;1.75;1.956;1.657;3;0;3;0;3;2;0;3;0;1.274;0;2.644;0;2.644;45.76;102.9;0;109.1;0.2727;0.2777;0;0.2944;0.2179;0;0.2766;40.56;0;51.48;21.52;4.141;4;144.5;7;4;39.19;10.26;1.161;259.3;153.2;2.618;186.1;166.9;212.6;78.48;1.082;261.5;370.6;0.3636;0.7056;0.7234;134.7;1;0;0;0;1;0;-0.1384;-0.2869;0.0646;0.2673;0.615;1.515;0;0;3.889;1.671;-0.8312;0.3446;-12.71;6.914;-0.3087;0.3063;-0.8384;0.6764;1.995;1.995;0;0.3714;0.3714;0.02722;0.02722;0;0;-0.57;0.7056;-8.245;-0.57;1.857;0.3;0.5571;-0.1161;0.2084;1;1.557;0.1032;0.1941;5.644;134.8;-18.97;-2.712;14.08;235.8;11.53;2.837;7.393;0.3637;0.6363;0.2968;0.7032;55.25;-57.86;-3.514;44.65;130.9;35.73;5.112;29.87;0;0;82;82;17.04;1;0;0;0;0;0;22;0;8;0;0;0;11;0;0;0;0;34.81;20.89;20.89;2;1;0;0;0;0;0;0;0;5;0.0326;5;10;4;3;3;0.0196;6;0;3.505;2.272;11;5.625;5.289;7.483;3.159;0.6216;1.625;0.704;0.7159;0;0.4717;0.1951;9.805;9.518;8.428;2.96;3.931;4.222;4;?;?;3.663;3.912;178;0.3292;0;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;6;4;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1458;?;ts;2.97;2.97;2.974;2.701;3.038;2.279;2;0;1;0;2;1;0;1;0;0.7;0;1.28;0;1.28;18.27;47.59;0;47.59;0.2;0.1481;0;0.1481;0.123;0;0.123;19.74;0;19.74;10.92;4.171;1;126.8;6;3;81.96;11.72;0;197.1;175;0;160.5;149;167.2;89.08;1.022;273.7;321.3;0.1;0.8519;0.877;140.8;0.9908;0.009168;0;0;1;0;-0.0817;-0.1957;0.0817;0.1469;0.5226;1.417;0;0;4.482;1.674;-0.9596;0.4464;-19.75;11.75;-0.2689;0.2537;-0.7959;0.6206;1.246;1.246;0;0.1999;0.1999;0.01578;0.01578;0;0;-0.57;0.6928;-5.554;-0.57;1.556;0.6;0;-0.2223;0.1434;0.57;0.57;0.2223;0.1938;7.232;146.7;-15.5;-2.235;12.34;174.6;17.38;2.852;9.787;0.4566;0.5434;0.3971;0.6029;63.74;-46.64;-2.827;36.48;96.76;56.37;4.63;33.9;0;0;54;88;16.07;0;0;0;0;0;6;14;0;7;2;0;4;10;0;6;0;0;100;12.5;25;1;0;0;0;0;0;2;0;1;8;0.0457;8;10;7;1;1;0.0057;10;0;1.924;2.025;8.1;3.408;3.703;6.516;2.646;0.4268;1.544;0.6351;0.8381;0;0.3977;0.2661;17.1;17.09;9.4;2.904;4.076;4.5;?;?;?;2.996;3.425;120;0.4375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1459;?;ts;-0.52;-0.53;-0.523;0.181;1.141;0.977;6;1;4;1;7;3;1;4;1;2;-2.19;6.017;-2.19;8.207;69.39;130;18.19;148.2;0.5;0.3277;0.04586;0.3736;0.2774;0.06047;0.3379;60.48;13.19;73.67;27.51;5.114;3;176.3;7;4;37.74;8.841;3.34;339.3;197.2;6.284;218;182.9;252.3;72.49;1.073;248.4;396.6;0.2143;0.6264;0.6621;144.4;0.984;0.01599;1;0;0;0;-0.1447;-0.2875;0.0651;0.4096;0.5104;1.516;1;1;5.005;2.499;-1.213;0.618;-13.33;7.332;-0.2896;0.2208;-0.8989;0.617;3.304;2.384;0.221;0.5199;0.7204;0.04879;0.03521;0.0482;0.003264;-0.7301;0.569;-8.151;-0.7301;2.07;0.37;0.7301;-0.1109;0.2371;1.71;2.44;0.0976;0.1779;2.838;154.1;-24.76;-4.036;15.88;242.5;18.67;4.484;9.542;0.3886;0.6114;0.2721;0.7279;59.33;-89.78;-5.301;40.81;158.7;56.99;9.217;39.78;0;1;106;106;21.77;0;0;0;0;0;0;29;0;10;0;0;0;14;0;5;0;0;40.81;27.2;47.61;3;1;1;0;0;0;0;0;1;6;0.0304;6;14;8;4;4;0.0203;6;0;2.285;2.639;12.07;4.68;3.592;9.768;4.709;0.892;3.561;1.951;2.288;0;1.207;0.6636;9.665;9.35;9.315;3.531;3.882;4.388;4;2;?;3.518;5.503;288;0.2991;0;0;3;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;8;0;0;0;1;5;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1468;?;ts;0.98;0.98;0.983;1.774;0.984;0.171;1;0;3;0;1;2;0;2;0;1.803;0;2.455;0;2.455;36.93;54.17;0;83.11;0.125;0.1939;0;0.2975;0.1572;0;0.3008;19.99;0;38.27;25.61;3.121;1;101;5;3;17.05;6.409;1.355;186.1;112.1;5.237;127.2;107.3;144.2;74.39;0.9152;196.3;279.4;0.125;0.7025;0.6992;88.95;0.9931;0.006884;0;0;1;0;-0.0915;-0.2418;0.0416;0.1531;0.2144;1.126;0;0;3.544;1.087;-1;0.3845;-8.769;5.369;-0.1576;0.0568;-0.7927;0.3329;0.5042;0.5042;0;0.06414;0.06414;0.005687;0.005687;0;0;-0.364;0.4082;-9.996;-0.364;1.393;0.3;0.3782;-0.1015;0.1387;0.1618;0.54;0.1015;0.1315;1.425;114.6;-21.43;-2.571;11.66;164.9;15.6;2.564;6.41;0.41;0.59;0.4541;0.5459;57.77;-52.99;-3.164;29.28;69.46;41.66;2.858;19.01;0;0;60;60;12.26;1;0;0;0;0;0;16;0;5;0;0;0;8;0;6;0;0;14.02;21.02;7.008;1;2;0;0;0;0;0;0;1;2;0.0178;2;8;7;3;3;0.0268;4;0;1.787;2.079;6.125;3.111;3.674;5.138;2.28;0.1667;1.643;0.3319;1.031;0;0.3027;0.1179;9.75;8.588;7.821;3.488;4.686;5.069;2;?;?;2.536;3.208;64;0.25;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1470;?;ts;-0.08;-0.99;0.328;1.895;2.632;2.671;5;4;6;4;9;6;4;6;4;1.71;-2.105;6.205;-7.568;13.77;119.2;169.5;211.6;250.8;0.4737;0.3972;0.4961;0.5878;0.3608;0.3646;0.481;83.73;84.61;111.6;48.72;6.463;0;201.3;8;4;63.91;27.38;0.431;350.3;260.2;0.5237;232.1;125.4;244.6;51.28;1.018;175.9;426.6;0;0.4122;0.519;120.4;0.04808;0.9519;0;0;1;0;-0.2454;-0.3654;0.1227;0.2039;0.6631;1.331;0;0;5.224;5.136;-0.7527;-0.4568;-38.75;21.15;-0.4486;0.2144;-0.8759;0.4546;4.174;3.124;1.05;0.7249;0.9685;0.06358;0.04758;0.2437;0.01599;-0.57;0.45;-14.93;-0.57;1.665;2.4;0;-0.3465;0.1938;2.865;2.865;0.2038;0.1548;2.654;202;-27.22;-5.617;18.67;224.6;23.31;5.064;13.65;0.4735;0.5265;0.4939;0.5061;114.6;-78.79;-8.867;55.14;117.4;76.55;6.779;61.24;0;0;134;134;23.32;0;0;0;0;0;14;27;0;13;0;0;6;19;0;14;10;10;67.46;57.82;86.73;6;0;0;4;0;0;0;0;3;8;0.0307;7;21;17;6;5;0.0192;15;0;1.364;2.944;13.96;5.08;3.556;12.22;5.824;1.004;4.288;2.025;3.459;0;2.002;1.334;10.21;9.456;9.293;2.362;2.932;3.633;3;3;4;3.971;6.876;610;0.3413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;0;0;4;0;0;0;0;0;0;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1476;?;ts;6.36;6.36;6.363;6.67;6.851;6.985;0;0;0;0;0;0;0;0;0;0.113;0;0.821;0;0.821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.657;1;218.3;9;5;177.1;28;5.25;337.9;326.4;0;257.2;271.5;271.5;100;1.158;461.6;461.6;0.05882;1;1;257.2;0.9931;0.006884;0;0;1;0;-0.056;-0.0511;0.056;0.0643;0.1522;0.1314;0;0;0.9981;1.098;-0.6757;0.7555;-36.56;24.56;-0.077;0.0752;-0.0621;0.0693;0;0;0;0;0;0;0;0;0;-0.177;0.177;-15.3;-0.177;1.635;0.75;0;-0.1363;0.06217;0;0;0.1362;0.06217;2.739;249.2;-13.67;-3.409;7.044;212.4;24.5;4.861;13.62;0.5398;0.4602;0.4796;0.5204;123.4;-34.17;-4.221;15.35;133.9;63;7.017;34.74;0;0;77;162;29.55;0;0;0;0;0;12;22;0;12;5;0;5;17;0;6;6;0;252.2;0;0;0;0;0;0;0;0;5;0;2;17;0.0521;17;18;12;0;0;0;17;0;1.575;2.833;13.43;5.325;4;11.39;4.979;0.8385;3.876;2.03;2.178;0;1.186;0.7208;17.11;17.11;17.09;2.743;3.088;4.129;?;?;?;4.18;6.149;502;0.3357;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1480;?;ts;4.56;4.15;4.67;0.287;0.871;0.559;17;5;14;5;22;14;5;14;5;2.025;-1.925;20;-7.853;27.86;223.6;313.2;192.5;388.3;0.4783;0.3649;0.2242;0.4524;0.341;0.1717;0.3788;192.3;96.85;213.7;33.47;15.63;12;517.9;16;8;128.2;69.68;10.82;990.7;638.6;21.47;564.1;444.5;668;66.53;1.391;470.1;858.4;0.1304;0.5476;0.6212;350.4;0.302;0.698;0;1;0;0;-0.2499;-0.3494;0.0778;0.1369;0.5986;1.485;1;1;15.79;8.107;-0.7252;0.0361;-42.31;22.71;-0.3842;0.2144;-0.846;0.6387;2.561;2.237;0.3238;1.262;1.445;0.06083;0.05314;0.1827;0.00769;-0.81;0.56;-29.06;-0.81;7.149;2.55;1.367;-0.1867;0.2663;6.858;8.225;0.1469;0.1735;0.4624;460.7;-25.5;-12.29;18.93;397.7;23.78;9.059;17.6;0.5367;0.4633;0.4702;0.5298;265.3;-76.87;-21.49;56.81;298.8;70.98;20.09;49.47;0;0;336;336;63.71;2;1;0;0;1;12;80;0;32;0;0;4;46;0;18;14;14;143.7;111.8;175.6;12;2;0;5;0;0;0;0;6;18;0.0282;18;51;32;14;14;0.0219;20;0;0.9949;3.829;35.81;14.32;8.848;30.25;16.43;2.969;13.98;7.257;11.29;0.3114;7.777;5.714;9.791;9.693;9.499;2.585;2.881;3.171;2;3;4;7.686;18.77;7032;0.2501;2;0;1;3;0;0;1;4;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;6;3;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;16;1;0;5;3;5;2;2;0;3;2;3;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1485;?;ts;5.83;5.83;5.827;6.071;5.542;5.739;1;0;2;0;1;1;0;1;0;1.192;0;2.189;0;2.189;32.18;54.55;0;59.6;0.05556;0.1198;0;0.1309;0.08001;0;0.1179;20.14;0;29.68;10.62;7.513;3;218.7;9;5;57.35;15.49;1.555;429.9;239.3;1.571;251.8;270.9;303.1;89.38;1.101;395.8;455.4;0.1667;0.8691;0.8821;222.1;1;0;0;0;1;0;-0.046;-0.0878;0.0434;0.0939;0.2415;0.8249;0;0;5.239;1.894;-0.7696;-0.0048;-19.72;6.323;-0.1315;0.11;-0.6251;0.1998;0.1818;0.1818;0;0.04577;0.04577;0.002884;0.002884;0;0;-0.1618;0.302;-20.96;-0.1618;1.789;1.2;0.1402;-0.06582;0.07433;0.1618;0.302;0.06856;0.08636;1.981;213.7;-14.37;-3.151;9.841;241.7;12.52;2.931;6.999;0.4693;0.5307;0.4991;0.5009;125.7;-38.44;-4.986;28.32;126.1;39.73;4.344;29.5;0;0;128;128;30.37;0;0;0;0;0;12;35;0;16;0;0;8;18;0;6;6;0;95.73;13.68;6.838;1;1;0;0;0;0;0;0;2;14;0.0585;14;19;13;2;2;0.0084;14;0;1.601;2.553;14.41;5.97;5.268;11.4;5.622;1.572;3.188;1.719;2.194;0.2693;1.216;0.6923;9.76;9.226;8.9;2.711;3.038;3.897;?;?;?;4.345;6.346;590;0.2642;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
